11001,CSE104_1_Spring_2020,"CSE104 is an introductory course that focuses on the fundamentals of electrical circuits. The course aims to provide students with a strong foundation in circuit analysis techniques, including Kirchhoff's laws, node and mesh analysis, Thevenin's and Norton's theorems, and transient analysis. The course is designed to help students develop critical thinking and problem-solving skills in electrical circuit analysis, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electrical circuit analysis techniques and will be able to apply them to solve complex problems.",5013,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus1,TextBook1
11002,CSE104L_1_Spring_2020,"CSE104 is an introductory course that focuses on the fundamentals of electrical circuits. The course aims to provide students with a strong foundation in circuit analysis techniques, including Kirchhoff's laws, node and mesh analysis, Thevenin's and Norton's theorems, and transient analysis. The course is designed to help students develop critical thinking and problem-solving skills in electrical circuit analysis, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electrical circuit analysis techniques and will be able to apply them to solve complex problems.",6009,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus2,TextBook2
11004,CSE203_1_Spring_2020,"The Data Structures(CSE203) course is designed to introduce students to fundamental data structures and algorithms used in computer science. The course covers topics such as arrays, stacks, queues, linked lists, trees, and graphs, as well as searching and sorting algorithms. Students will learn to analyze the time and space complexity of algorithms, and to implement these data structures and algorithms using programming languages such as C, C++, or Java. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to solve real-world problems. By the end of the course, students will have a thorough understanding of data structures and algorithms and will be able to design efficient and effective algorithms for solving complex problems.",7005,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus3,TextBook3
11005,CSE203L_1_Spring_2020,"The Data Structures(CSE203) course is designed to introduce students to fundamental data structures and algorithms used in computer science. The course covers topics such as arrays, stacks, queues, linked lists, trees, and graphs, as well as searching and sorting algorithms. Students will learn to analyze the time and space complexity of algorithms, and to implement these data structures and algorithms using programming languages such as C, C++, or Java. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to solve real-world problems. By the end of the course, students will have a thorough understanding of data structures and algorithms and will be able to design efficient and effective algorithms for solving complex problems.",8001,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus4,TextBook4
11057,CSE104_1_Summer_2020,"CSE104 is an introductory course that focuses on the fundamentals of electrical circuits. The course aims to provide students with a strong foundation in circuit analysis techniques, including Kirchhoff's laws, node and mesh analysis, Thevenin's and Norton's theorems, and transient analysis. The course is designed to help students develop critical thinking and problem-solving skills in electrical circuit analysis, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electrical circuit analysis techniques and will be able to apply them to solve complex problems.",8997,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus5,TextBook5
11058,CSE104L_1_Summer_2020,"CSE104 is an introductory course that focuses on the fundamentals of electrical circuits. The course aims to provide students with a strong foundation in circuit analysis techniques, including Kirchhoff's laws, node and mesh analysis, Thevenin's and Norton's theorems, and transient analysis. The course is designed to help students develop critical thinking and problem-solving skills in electrical circuit analysis, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electrical circuit analysis techniques and will be able to apply them to solve complex problems.",9993,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus6,TextBook6
11060,CSE203_1_Summer_2020,"The Data Structures(CSE203) course is designed to introduce students to fundamental data structures and algorithms used in computer science. The course covers topics such as arrays, stacks, queues, linked lists, trees, and graphs, as well as searching and sorting algorithms. Students will learn to analyze the time and space complexity of algorithms, and to implement these data structures and algorithms using programming languages such as C, C++, or Java. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to solve real-world problems. By the end of the course, students will have a thorough understanding of data structures and algorithms and will be able to design efficient and effective algorithms for solving complex problems.",10989,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus7,TextBook7
11061,CSE203L_1_Summer_2020,"The Data Structures(CSE203) course is designed to introduce students to fundamental data structures and algorithms used in computer science. The course covers topics such as arrays, stacks, queues, linked lists, trees, and graphs, as well as searching and sorting algorithms. Students will learn to analyze the time and space complexity of algorithms, and to implement these data structures and algorithms using programming languages such as C, C++, or Java. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to solve real-world problems. By the end of the course, students will have a thorough understanding of data structures and algorithms and will be able to design efficient and effective algorithms for solving complex problems.",11985,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus8,TextBook8
11062,CSE204_1_Summer_2020,"CSE204 is an introductory course that focuses on the fundamentals of digital logic design. The course aims to provide students with a strong foundation in Boolean algebra, logic gates, combinational circuits, sequential circuits, and memory elements. The course is designed to help students develop critical thinking and problem-solving skills in digital logic design, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. Students will also learn to use computer-aided design (CAD) tools to simulate and verify the functionality of digital circuits. By the end of the course, students will have a thorough understanding of digital logic design techniques and will be able to apply them to solve complex problems.",12981,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus9,TextBook9
11063,CSE204L_1_Summer_2020,"CSE204 is an introductory course that focuses on the fundamentals of digital logic design. The course aims to provide students with a strong foundation in Boolean algebra, logic gates, combinational circuits, sequential circuits, and memory elements. The course is designed to help students develop critical thinking and problem-solving skills in digital logic design, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. Students will also learn to use computer-aided design (CAD) tools to simulate and verify the functionality of digital circuits. By the end of the course, students will have a thorough understanding of digital logic design techniques and will be able to apply them to solve complex problems.",13977,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus10,TextBook10
11064,CSE210_1_Summer_2020,"CSE210 Electronics I is an introductory course that focuses on the fundamentals of electronic devices and circuits. The course aims to provide students with a strong foundation in the principles of electronic devices and their applications in circuit design. The course covers topics such as diodes, bipolar junction transistors (BJTs), field-effect transistors (FETs), operational amplifiers (op-amps), and their applications in various electronic circuits. The course is designed to help students develop critical thinking and problem-solving skills in electronic circuit design, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electronic devices and circuits and will be able to apply them to design and analyze complex electronic circuits.",14973,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus11,TextBook11
11065,CSE210L_1_Summer_2020,"CSE210 Electronics I is an introductory course that focuses on the fundamentals of electronic devices and circuits. The course aims to provide students with a strong foundation in the principles of electronic devices and their applications in circuit design. The course covers topics such as diodes, bipolar junction transistors (BJTs), field-effect transistors (FETs), operational amplifiers (op-amps), and their applications in various electronic circuits. The course is designed to help students develop critical thinking and problem-solving skills in electronic circuit design, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electronic devices and circuits and will be able to apply them to design and analyze complex electronic circuits.",15969,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus12,TextBook12
11113,CSE104_1_Autumn_2020,"CSE104 is an introductory course that focuses on the fundamentals of electrical circuits. The course aims to provide students with a strong foundation in circuit analysis techniques, including Kirchhoff's laws, node and mesh analysis, Thevenin's and Norton's theorems, and transient analysis. The course is designed to help students develop critical thinking and problem-solving skills in electrical circuit analysis, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electrical circuit analysis techniques and will be able to apply them to solve complex problems.",16965,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus13,TextBook13
11114,CSE104L_1_Autumn_2020,"CSE104 is an introductory course that focuses on the fundamentals of electrical circuits. The course aims to provide students with a strong foundation in circuit analysis techniques, including Kirchhoff's laws, node and mesh analysis, Thevenin's and Norton's theorems, and transient analysis. The course is designed to help students develop critical thinking and problem-solving skills in electrical circuit analysis, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electrical circuit analysis techniques and will be able to apply them to solve complex problems.",17961,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus14,TextBook14
11116,CSE203_1_Autumn_2020,"The Data Structures(CSE203) course is designed to introduce students to fundamental data structures and algorithms used in computer science. The course covers topics such as arrays, stacks, queues, linked lists, trees, and graphs, as well as searching and sorting algorithms. Students will learn to analyze the time and space complexity of algorithms, and to implement these data structures and algorithms using programming languages such as C, C++, or Java. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to solve real-world problems. By the end of the course, students will have a thorough understanding of data structures and algorithms and will be able to design efficient and effective algorithms for solving complex problems.",18957,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus15,TextBook15
11117,CSE203L_1_Autumn_2020,"The Data Structures(CSE203) course is designed to introduce students to fundamental data structures and algorithms used in computer science. The course covers topics such as arrays, stacks, queues, linked lists, trees, and graphs, as well as searching and sorting algorithms. Students will learn to analyze the time and space complexity of algorithms, and to implement these data structures and algorithms using programming languages such as C, C++, or Java. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to solve real-world problems. By the end of the course, students will have a thorough understanding of data structures and algorithms and will be able to design efficient and effective algorithms for solving complex problems.",19953,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus16,TextBook16
11118,CSE204_1_Autumn_2020,"CSE204 is an introductory course that focuses on the fundamentals of digital logic design. The course aims to provide students with a strong foundation in Boolean algebra, logic gates, combinational circuits, sequential circuits, and memory elements. The course is designed to help students develop critical thinking and problem-solving skills in digital logic design, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. Students will also learn to use computer-aided design (CAD) tools to simulate and verify the functionality of digital circuits. By the end of the course, students will have a thorough understanding of digital logic design techniques and will be able to apply them to solve complex problems.",20949,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus17,TextBook17
11119,CSE204L_1_Autumn_2020,"CSE204 is an introductory course that focuses on the fundamentals of digital logic design. The course aims to provide students with a strong foundation in Boolean algebra, logic gates, combinational circuits, sequential circuits, and memory elements. The course is designed to help students develop critical thinking and problem-solving skills in digital logic design, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. Students will also learn to use computer-aided design (CAD) tools to simulate and verify the functionality of digital circuits. By the end of the course, students will have a thorough understanding of digital logic design techniques and will be able to apply them to solve complex problems.",21945,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus18,TextBook18
11120,CSE210_1_Autumn_2020,"CSE210 Electronics I is an introductory course that focuses on the fundamentals of electronic devices and circuits. The course aims to provide students with a strong foundation in the principles of electronic devices and their applications in circuit design. The course covers topics such as diodes, bipolar junction transistors (BJTs), field-effect transistors (FETs), operational amplifiers (op-amps), and their applications in various electronic circuits. The course is designed to help students develop critical thinking and problem-solving skills in electronic circuit design, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electronic devices and circuits and will be able to apply them to design and analyze complex electronic circuits.",22941,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus19,TextBook19
11121,CSE210L_1_Autumn_2020,"CSE210 Electronics I is an introductory course that focuses on the fundamentals of electronic devices and circuits. The course aims to provide students with a strong foundation in the principles of electronic devices and their applications in circuit design. The course covers topics such as diodes, bipolar junction transistors (BJTs), field-effect transistors (FETs), operational amplifiers (op-amps), and their applications in various electronic circuits. The course is designed to help students develop critical thinking and problem-solving skills in electronic circuit design, with an emphasis on practical applications. The course will consist of lectures, tutorials, and laboratory sessions, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of electronic devices and circuits and will be able to apply them to design and analyze complex electronic circuits.",23937,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus20,TextBook20
11122,CSE211_1_Autumn_2020,"CSE211 Algorithms is a fundamental course that covers the design and analysis of algorithms. The course aims to provide students with a strong foundation in the basics of algorithmic problem solving and data structures. The course covers topics such as algorithmic complexity, algorithm analysis, data structures, sorting algorithms, searching algorithms, graph algorithms, dynamic programming, and greedy algorithms. The course is designed to help students develop critical thinking and problem-solving skills, with an emphasis on mathematical analysis of algorithms. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to solve real-world problems. By the end of the course, students will have a thorough understanding of algorithmic problem-solving techniques and will be able to design and analyze efficient algorithms for a variety of computational problems.",24933,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus21,TextBook21
11123,CSE211L_1_Autumn_2020,"CSE211 Algorithms is a fundamental course that covers the design and analysis of algorithms. The course aims to provide students with a strong foundation in the basics of algorithmic problem solving and data structures. The course covers topics such as algorithmic complexity, algorithm analysis, data structures, sorting algorithms, searching algorithms, graph algorithms, dynamic programming, and greedy algorithms. The course is designed to help students develop critical thinking and problem-solving skills, with an emphasis on mathematical analysis of algorithms. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to solve real-world problems. By the end of the course, students will have a thorough understanding of algorithmic problem-solving techniques and will be able to design and analyze efficient algorithms for a variety of computational problems.",25929,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus22,TextBook22
11124,CSE213_1_Autumn_2020,"CSE213 Object-Oriented Programming is an introductory course that focuses on the fundamental concepts of object-oriented programming. The course aims to provide students with a strong foundation in the principles of object-oriented programming, including abstraction, inheritance, polymorphism, encapsulation, and object-oriented design. The course covers topics such as object-oriented programming paradigms, classes, objects, constructors, destructors, inheritance, polymorphism, and exception handling. The course is designed to help students develop critical thinking and problem-solving skills in programming, with an emphasis on practical applications. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of object-oriented programming techniques and will be able to design and develop object-oriented programs for a variety of applications.",26925,"Quizzes 3 = 10%
Midterm = 25%
Final = 30%
Assignments 3 = 5%
Attendance = 10%
Final Project and Presentation = 20%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus23,TextBook23
11125,CSE213L_1_Autumn_2020,"CSE213 Object-Oriented Programming is an introductory course that focuses on the fundamental concepts of object-oriented programming. The course aims to provide students with a strong foundation in the principles of object-oriented programming, including abstraction, inheritance, polymorphism, encapsulation, and object-oriented design. The course covers topics such as object-oriented programming paradigms, classes, objects, constructors, destructors, inheritance, polymorphism, and exception handling. The course is designed to help students develop critical thinking and problem-solving skills in programming, with an emphasis on practical applications. The course will consist of lectures, tutorials, and programming assignments, where students will have the opportunity to apply the concepts learned in the classroom to real-world scenarios. By the end of the course, students will have a thorough understanding of object-oriented programming techniques and will be able to design and develop object-oriented programs for a variety of applications.",27921,"Thesis = 10%
Midterm = 20%
Lab Report = 20%
Final = 50%","90-100 = A 
85-89 = A-
80-84 = B+
75-79 = B
70-74 = B-
65-69 = C+
60-64 = C
55-59 = C-
50-54 = D+
45-49 = D
0-44 = F ",syllabus24,TextBook24
